Publisher,Genres,App_Name,Release_Date,Id,Developer
"LucasArts, Lucasfilm, Disney Interactive",['Adventure'],Indiana Jones® and the Fate of Atlantis™,1992-06-01,6010,LucasArts
"LucasArts, Lucasfilm, Disney Interactive",['Action'],Armed and Dangerous®,2003-12-02,6090,Planet Moon Studios
"Lucasfilm, LucasArts, Disney Interactive",['Action'],"Star Wars: Battlefront 2 (Classic, 2005)",2005-11-01,6060,Pandemic Studios
"LucasArts, Lucasfilm, Disney Interactive",['Adventure'],Indiana Jones® and the Last Crusade™,1989-07-01,32310,LucasArts
"LucasArts, Lucasfilm, Disney Interactive","['Action', 'Adventure']",LEGO® Indiana Jones™: The Original Adventures,2008-06-03,32330,Traveller's Tales
"LucasArts, Lucasfilm, Disney Interactive",['Adventure'],The Secret of Monkey Island: Special Edition,2009-07-15,32360,LucasArts
Game Factory Interactive,['Strategy'],Warfare,2008-11-20,35300,GFI Russia
Game Factory Interactive,"['Action', 'Racing']",Clutch,2009-06-02,35310,Targem Games
HeR Interactive,['Adventure'],Nancy Drew®: Ransom of the Seven Ships,2009-07-21,31980,HeR Interactive
Her Interactive,['Adventure'],Nancy Drew®: Ransom of the Seven Ships Demo,2009-07-21,31990,Her Interactive
Activision,['Sports'],3D Ultra™ Minigolf Adventures,2006-12-20,10140,Wanako Games
Activision,['Adventure'],King's Quest™ Collection,2006-09-01,10100,Sierra
Activision,['Action'],TimeShift™,2007-10-30,10130,Saber Interactive
Activision,['Adventure'],Space Quest™ Collection,2006-09-01,10110,Sierra
Tripwire Interactive,['Action'],Killing Floor Outbreak Character Pack,2009-07-24,1256,Tripwire Interactive
Activision,"['Action', 'Casual']",Aces of the Galaxy™,2008-06-04,10120,Artech Studios
Kalypso Media Digital,"['Simulation', 'Strategy']",Tropico Reloaded,2009-07-24,33520,"PopTop Software,BreakAway Games,Frog City Software"
"PopCap Games, Inc.",['Casual'],Mystery P.I. - Lost in Los Angeles,2009-07-27,3610,SpinTop Games
Capcom,['Action'],Bionic Commando: Rearmed,2008-08-14,21680,Capcom
Capcom,"['Action', 'Adventure']",Bionic Commando,2009-07-28,21670,Capcom
Warner Bros. Interactive Entertainment,['Action'],Watchmen: The End is Nigh Part 2,2009-07-29,21030,Deadline Games
Sakari Indie,"['Action', 'Indie']",Foreign Legion: Buckets of Blood,2009-08-04,36000,Sakari Indie
"LucasArts, Aspyr (Mac), Disney Interactive, Lucasfilm","['Adventure', 'RPG']",STAR WARS™ - Knights of the Old Republic™,2003-11-19,32370,"BioWare,Aspyr (Mac)"
Hemisphere Games,"['Indie', 'Casual']",Osmos,2009-08-18,29180,Hemisphere Games
Bethesda Softworks,['RPG'],Fallout 2: A Post Nuclear Role Playing Game,1998-12-01,38410,Black Isle Studios
Bethesda Softworks,['Strategy'],Fallout Tactics: Brotherhood of Steel,2001-03-01,38420,14° East
Interplay Inc.,['Action'],Kingpin — Life of Crime,1999-06-01,38430,Xatrix Entertainment
Interplay Inc.,"['Strategy', 'RTS', 'Fantasy', 'Classic', 'Third Person', 'Surreal', 'Real-Time', 'RPG', 'Action', 'Singleplayer', 'Magic', 'Multiplayer']",Sacrifice,2000-11-01,38440,Shiny Entertainment
"SQUARE ENIX, Eidos Interactive","['Action', 'Adventure']",Mini Ninjas Demo,2009-08-19,35050,IO Interactive
Telltale Games,['Adventure'],Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,2009-08-20,31180,Telltale Games
iWin,['Casual'],Jewel Quest Pack,2009-08-24,37960,iWin
iWin,['Casual'],Mahjong Quest Collection,2009-08-24,38000,iWin
Size Five Games,"['Adventure', 'Indie']","Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",2009-06-22,37400,Size Five Games
Ubisoft,['Action'],Tom Clancy's Splinter Cell Chaos Theory®,2005-03-29,13570,Ubisoft Montreal
Meridian4,"['Action', 'Racing']",Crash Time 2,2009-08-27,11390,
1C Company,['Strategy'],XIII Century – Gold Edition,2009-08-28,34420,Unicorn Games Studio
THQ Nordic,['Simulation'],World of Zoo,2009-10-30,43100,Blue Fang
"ValuSoft, Retroism",['Simulation'],18 Wheels of Steel: Extreme Trucker,2009-09-23,33730,
Square Enix,"['Action', 'Adventure']",Mini Ninjas,2009-09-08,35000,IO Interactive
Freeze Tag Inc.,['Casual'],Freeze Tag Fun Pack #2,2009-09-23,39392,"Freeze Tag Inc.,iQ212"
Freeze Tag Inc.,['Casual'],Freeze Tag Fun Pack #1,1999-11-30,39391,"Freeze Tag Inc.,Joju Games,Linksolutions Ltd.,Dekovir Entertainment"
"Vectorpark, Inc.","['Adventure', 'Casual', 'Indie']",Windosill,2009-05-26,37600,"Vectorpark, Inc."
Dovetail Games - Trains,['Simulation'],Train Simulator: Colton & Northern Route Add-On,2009-09-25,24029,All Aboard
MumboJumbo,"['Adventure', 'Casual']",Midnight Mysteries,2009-09-28,32140,MumboJumbo
Telltale Games,['Adventure'],Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,2009-09-07,31190,Telltale Games
"NovaLogic, THQ Nordic",['Action'],Joint Operations: Combined Arms Gold,2009-08-18,32770,NovaLogic
Dovetail Games - Trains,['Simulation'],Train Simulator: US Loco & Asset Pack,2009-10-01,208306,Dovetail Games
PlayFirst,['Simulation'],DinerTown Tycoon,2009-09-30,37300,PlayFirst
Dovetail Games - Trains,['Simulation'],Train Simulator: European Loco & Asset Pack,2009-10-01,208300,Dovetail Games
Deep Silver,['RPG'],Risen,2009-10-30,40300,Piranha Bytes
Square Enix,['Casual'],Flora's Fruit Farm,2009-10-01,35070,Honeyslug
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],Empire: Total War™ - The Warpath Campaign,2009-10-05,10606,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
Amanita Design,"['Adventure', 'Indie']",Machinarium,2009-10-16,40700,Amanita Design
Electronic Arts,['Action'],Medal of Honor: Airborne,2007-09-04,24840,EA Los Angeles
Electronic Arts,['Racing'],Need for Speed: Shift,2009-09-15,24870,Slightly Mad Studios
Runic Games,['RPG'],Torchlight,2009-10-27,41500,Runic Games
Electronic Arts,['Strategy'],Command & Conquer: Red Alert 3 - Uprising,2009-03-12,24800,EA Los Angeles
FireFly Studios,['Strategy'],The Stronghold Collection,2009-10-27,901735,FireFly Studios
Nitro Games,['Strategy'],East India Company: Privateer,2009-10-27,42800,Nitro Games
THQ Nordic,['Action'],Painkiller: Resurrection,2009-10-27,39560,Homegrown Games
THQ Nordic,"['RPG', 'Strategy']",SpellForce 2 - Anniversary Edition,2009-10-29,39550,"Phenomic,THQ Nordic"
Deep Silver,['Adventure'],Secret Files: Tunguska,2009-10-29,40330,Animation Arts
Deep Silver,['Strategy'],Rush for Berlin Gold,2009-10-29,40320,Stormregion
Telltale Games,['Adventure'],Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,2009-10-07,31200,Telltale Games
"1C Company, 1C-SoftClub",['Strategy'],Men of War: Red Tide,2009-11-01,3130,1C Company
KranX Productions,"['Action', 'Indie']",Hammerfight,2009-09-19,41100,Konstantin Koshutin
THQ Nordic,"['Action', 'RPG']",SpellForce - Platinum Edition,2009-11-03,39540,Phenomic
Wargaming.net,['Strategy'],Massive Assault: Phantom Renaissance,2005-03-03,34640,Wargaming.net
Matrix Games/GMX Media,['Strategy'],Massive Assault,2003-10-28,34630,Wargaming.net
HeR Interactive,"['Hidden Object', 'Female Protagonist', 'Puzzle']",Nancy Drew® Dossier: Resorting to Danger!,2009-11-19,42200,HeR Interactive
Devolver Digital,"['Action', 'Indie']",Serious Sam HD: The First Encounter,2009-11-24,41000,Croteam
Deep Silver,['Adventure'],Secret Files 2: Puritas Cordis,2009-10-29,40340,Animation Arts
Electronic Arts,['RPG'],Dragon Age: Origins,2009-11-06,17450,BioWare
Citeremis Inc.,"['Action', 'RPG', 'Indie']",Aztaka,2009-05-07,37100,Citeremis Inc.
Yullaby,"['Indie', 'Casual']",Magnetis,2009-11-05,37500,Yullaby
Paradox Interactive,['Strategy'],For The Glory: A Europa Universalis Game,2009-11-11,42810,Crystal Empire Games
"Activision, Aspyr (Mac)",['Action'],Call of Duty®: Modern Warfare® 2,2009-11-12,10180,"Infinity Ward,Aspyr (Mac)"
"LucasArts, Lucasfilm, Disney Interactive, Feral Interactive (Mac)",['Adventure'],LEGO® Star Wars™ - The Complete Saga,2009-11-12,32440,"Traveller's Tales,Feral Interactive (Mac)"
Codemasters,['RPG'],Overlord™,2007-06-26,11450,"Triumph Studios,Virtual Programming"
Codemasters,['RPG'],Overlord™: Raising Hell,2008-02-15,12710,"Triumph Studios,Virtual Programming"
Electronic Arts,['Strategy'],Command & Conquer 3: Tiberium Wars,2007-03-28,24790,EA Los Angeles
KranX Productions,"['Indie', 'Casual']",Yumsters 2: Around the World,2008-07-23,29120,KranX Productions
Electronic Arts,['Strategy'],Command & Conquer 3: Kane's Wrath,2009-11-13,24810,EA Los Angeles
Positech Games,"['Indie', 'Simulation', 'Strategy']",Gratuitous Space Battles,2009-11-16,41800,Positech Games
Gaijin Entertainment,['Simulation'],Wings of Prey,2009-12-25,45300,Gaijin Entertainment
inXile Entertainment,"['Action', 'Adventure', 'RPG']",The Bard's Tale,2005-06-17,41900,inXile Entertainment
Tripwire Interactive,['Action'],Defence Alliance 2,2009-10-22,35420,Defence Alliance Team
"LucasArts, Aspyr (Mac), Lucasfilm, Disney Interactive",['Action'],STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,2009-11-03,32430,"LucasArts,Aspyr Studios"
Paradox Interactive,,Europa Universalis III: Heir to the Throne,2009-12-15,25806,Paradox Interactive
Bethesda Softworks,['RPG'],Fallout 3: Game of the Year Edition,2009-10-13,22370,Bethesda Game Studios
Positech Games,"['Strategy', 'Indie', 'Simulation']",Gratuitous Space Battles: The Tribe,2009-12-16,41802,Positech Games
iWin,['Simulation'],Build-A-Lot,2007-10-02,38080,Hip Soft
iWin,['Simulation'],Build-A-Lot 2: Town of the Year,2008-04-29,38090,Hip Soft
iWin,['Simulation'],Build-A-Lot 3: Passport to Europe,2009-01-24,38100,Hip Soft
iWin,"['Casual', 'Simulation']",Coconut Queen,2009-12-17,38070,iWin
SouthPeak Games,['Casual'],Roogoo,2009-12-17,38210,Spidermonk Entertainment
Capcom,"['Action', 'Adventure']",Devil May Cry 4,2008-07-08,45700,Capcom
Meridian4,"['Action', 'Indie', 'RPG']",Avencast: Rise of the Mage,2010-03-17,46410,ClockStone Studios
iWin,['Simulation'],Build-A-Lot 4: Power Source,2009-08-12,38110,Hip Soft
Octoshark Studios,"['Action', 'Free to Play', 'Indie']","Pirates, Vikings, and Knights II",2010-02-12,17570,Octoshark Studios
iWin,['Casual'],Farm Frenzy 2,2008-08-27,38130,Alawar
iWin,['Casual'],Farm Frenzy 3: American Pie,2010-01-06,38160,Alawar
iWin,['Casual'],Farm Frenzy 3,2009-09-11,38150,Alawar
iWin,['Casual'],Farm Frenzy,2007-12-07,38120,Alawar
iWin,['Casual'],Farm Frenzy: Pizza Party,2009-02-18,38140,Alawar
Sandlot Games,['Casual'],Cake Mania Main Street™,2010-02-16,36300,Sandlot Games
Sandlot Games,"['Strategy', 'Casual']",Westward® IV: All Aboard,2010-02-16,36310,Sandlot Games
Sandlot Games,"['Adventure', 'Casual']",Iron Roses,2010-02-16,36320,Cateia Games
ND Games,['Strategy'],UFO: Extraterrestrials Gold,2010-02-17,37030,Chaos Concept
"LucasArts, Lucasfilm, Disney Interactive",['Adventure'],LEGO® Indiana Jones™ 2: The Adventure Continues,2010-02-18,32450,Traveller's Tales
SEGA,['Sports'],Vancouver 2010™ - The Official Video Game of the Olympic Winter Games,2010-02-18,34180,Eurocom
New Star Games Ltd,"['Action', 'Indie', 'Racing']",Super Laser  Racer,2010-02-18,44100,New Star Games Ltd
Paradox Interactive,['Strategy'],Hearts of Iron III: Soviet Infantry Pack DLC,2010-02-18,25960,Paradox Interactive
1C Company,['Action'],NecroVisioN: Lost Company,2010-02-19,46250,The Farm 51
iWin,['Casual'],Cradle of Persia,2007-12-01,38180,Awem Studio
SEGA,['Action'],Aliens vs. Predator Swarm Map Pack,2010-03-18,10695,Rebellion
Devolver Digital,"['Action', 'Indie']",Serious Sam Classic: The First Encounter,2001-03-21,41050,Croteam
Dovetail Games - Trains,['Simulation'],Train Simulator: Fort Kent to Eagle Lake Route Add-On,2010-03-19,24055,All Aboard
TaleWorlds Entertainment,"['Action', 'RPG']",Mount & Blade: Warband,2010-03-31,48700,TaleWorlds Entertainment
ZoopTEK,['Action'],Coniclysm,2010-03-26,39900,ZoopTEK
Beatnik Games,"['Action', 'Indie']",Plain Sight,2010-04-05,49900,Beatnik Games
Fatshark,['Action'],Lead and Gold: Gangs of the Wild West,2010-04-08,42120,Fatshark
Rockstar Games,['Action'],Grand Theft Auto: Episodes from Liberty City,2010-04-12,12220,Rockstar North / Toronto
Capcom,"['Action', 'Adventure']",Dark Void™ Zero,2010-04-12,45730,Other Ocean Interactive
Nemesys Games,['Indie'],Fortix,2010-04-14,45400,Nemesys Games
Cold Beam Games,"['Action', 'Casual', 'Indie']",Beat Hazard,2010-04-15,49600,Cold Beam Games
Telltale Games,['Adventure'],Sam & Max: The Devil’s Playhouse,2010-04-15,901399,Telltale Games
Kalypso Media Digital,"['Simulation', 'Strategy']",M.U.D. TV,2010-04-19,43500,Realmforge Studios
Gaijin Entertainment,['Simulation'],Wings of Luftwaffe Add-on,2010-04-19,45302,Gaijin Entertainment
2K Play,"['Adventure', 'Indie']",The Misadventures of P.B. Winterbottom,2010-04-20,40930,The Odd Gentlemen
THQ Nordic,['Action'],AquaNox 2: Revelation,2003-08-19,39640,THQ Nordic
THQ Nordic,['Action'],AquaNox,2001-11-30,39630,THQ Nordic
Red Chain Games Ltd.,"['Casual', 'Indie']",Fluttabyes,2010-04-20,23150,Red Chain Games Ltd.
Big Fish Games,['Casual'],Hidden Expedition: Titanic,2006-07-19,50940,Big Fish Games
Big Fish Games,"['Casual', 'Indie']",Hidden Expedition: Amazon,2008-06-19,50920,Big Fish Games
"SEGA, Feral Interactive (Mac)",['Strategy'],Napoleon: Total War™ - Coalition Battle Pack,2010-05-05,34178,"The Creative Assembly,Feral Interactive (Mac)"
PlayFirst,['Casual'],Fitness Dash™,2008-12-31,37340,Sarbakan
PlayFirst,['Casual'],Gemini Lost™,2009-09-24,37390,PlayFirst
PlayFirst,['Casual'],DinerTown Detective Agency™,2009-07-27,37310,Absolutist Ltd.
PlayFirst,['Casual'],Mahjong Roadshow™,2007-10-19,37360,PlayFirst
PlayFirst,['Casual'],Hotel Dash™ Suite Success™,2009-12-24,49000,PlayFirst
PlayFirst,['Casual'],Nightshift Legacy: The Jaguar's Eye™,2010-03-19,37330,PlayFirst
PlayFirst,['Casual'],The Nightshift Code™,2008-02-11,37320,PlayFirst
PlayFirst,['Casual'],TriJinx: A Kristine Kross Mystery™,2007-12-31,37370,PlayFirst
PlayFirst,['Casual'],Valerie Porter and the Scarlet Scandal™,2009-12-21,37380,PlayFirst
"Konami Digital Entertainment, Inc., Konami Digital Entertainment GmbH","['Action', 'Adventure', 'Casual']",Biozone,2010-05-07,19080,G5 Entertainment
ISOTX,"['Action', 'Indie']",Iron Grip: Warlord,2008-12-05,31700,ISOTX
"Konami Digital Entertainment, Inc., Konami Digital Entertainment GmbH","['Action', 'Adventure']",Rocket Knight,2010-05-11,19030,Climax Studios
The Games Company,['Indie'],Max and the Magic Marker,2010-05-12,50820,Press Play
Muse Games,"['Action', 'Indie']",Flight of the Icarus,2010-05-12,49800,Muse Games
Merge Games,['Casual'],Puzzler World,2010-05-28,33650,Ideas Pad
Ubisoft,"['Action', 'Adventure']",Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition,2010-06-08,901478,Ubisoft
Kalypso Media Digital,"['Casual', 'Indie']",Ziro,2010-05-28,33660,Kokakiki
SEGA,['Action'],Altered Beast™,2010-06-01,34281,SEGA
SEGA,['Action'],Comix Zone™,2010-06-01,34272,SEGA
SEGA,"['Action', 'Adventure', 'Casual', 'RPG']",SEGA Mega Drive and Genesis Classics,2010-06-01,34270,D3T Limited
SEGA,['Action'],Golden Axe™,2010-06-01,34276,SEGA
SEGA,['Action'],Ecco the Dolphin™,2010-06-01,34274,SEGA
SEGA,['Strategy'],Gain Ground™,2010-06-01,34275,SEGA
SEGA,['Action'],Shinobi™ III: Return of the Ninja Master,2010-06-01,34277,SEGA
SEGA,['Action'],Crack Down™,2010-06-01,34273,SEGA
SEGA,['Action'],VectorMan™,2010-06-01,34280,SEGA
SEGA,"['Platformer', 'Singleplayer', 'Great Soundtrack', 'Isometric', '3D Platformer', 'Classic', 'Retro']",Sonic 3D Blast™,2010-06-01,34278,SEGA
SEGA,['Action'],Shadow Dancer™,2010-06-01,34282,SEGA
SEGA,['Action'],Space Harrier™ II,2010-06-01,34279,SEGA
SEGA,"['Action', 'RPG']",Alpha Protocol™,2010-06-01,34010,Obsidian Entertainment
Team17 Digital Ltd,['Action'],Alien Breed: Impact,2010-06-03,22610,Team17 Software Ltd.
Bethesda Softworks,['RPG'],Fallout 3 - Point Lookout,2010-07-16,22440,Bethesda Game Studios
Hidden Path Entertainment,"['Strategy', 'Indie']",Defense Grid: Resurgence Map Pack 1,2010-06-02,18508,Hidden Path Entertainment
Bethesda Softworks,['RPG'],Fallout 3 - Mothership Zeta,2010-07-16,22430,Bethesda Game Studios
Bethesda Softworks,['RPG'],Fallout 3 - Broken Steel,2010-07-16,22410,Bethesda Game Studios
Bethesda Softworks,['RPG'],Fallout 3 - The Pitt,2010-07-16,22420,Bethesda Game Studios
Valve,['Action'],Alien Swarm,2010-07-19,630,Valve
Bethesda Softworks,['RPG'],Fallout 3 - Operation Anchorage,2010-07-16,22400,Bethesda Game Studios
"Electronic Arts, Aspyr (Mac)","['Simulation', 'Strategy']",SimCity™ 4 Deluxe Edition,2003-09-22,24780,"EA - Maxis,Aspyr (Mac)"
Kalypso Media Digital,"['Strategy', 'RPG']",Disciples III - Renaissance Steam Special Edition,2010-07-16,33670,"Akella,.dat"
"Arcen Games, LLC","['Casual', 'Indie']",Tidalis,2010-07-16,40420,"Arcen Games, LLC"
Strategy First,"['Action', 'Casual', 'Indie']",Razor2: Hidden Skies,2010-07-19,34920,Invent4 Entertainment
Ubisoft,['Strategy'],The Settlers 7: Uncharted Land Map Pack,2010-07-21,48136,Blue Byte
Strategy First,['RPG'],Dimensity,2008-12-08,46720,Dagger Games
Square Enix,['Action'],Kane & Lynch 2: Dog Days,2010-08-17,28000,IO Interactive
THQ Nordic,"['Simulation', 'Strategy']",The Guild II Renaissance,2010-07-28,39680,Rune Forge
Paradox Interactive,['Strategy'],Hearts of Iron III DLC: German II Spritepack,2010-07-26,25962,Paradox Interactive
N3V Games,['Simulation'],Trainz Simulator DLC: Blue Comet,2010-08-06,24634,N3V Games
1C Company,['Strategy'],Fantasy Wars,2010-08-06,63900,Ino-Co
"2K Games, Feral Interactive (Mac)",['Action'],Mafia II,2011-03-22,50130,"2K Czech,Feral Interactive (Mac)"
Dovetail Games - Trains,['Simulation'],Train Simulator: Network Southeast Class 47 Loco Add-On,2010-08-06,24075,Dovetail Games
"Namco Networks America, Inc.","['RPG', 'Casual']",Puzzle Quest 2,2010-08-12,47540,Infinite Interactive
P2 Games,['Action'],Burn Zombie Burn!,2010-08-12,50510,doublesix
Playbrains,['Indie'],Madballs B*D*I Clan Skins,2010-08-16,25760,Playbrains
Playbrains,['Indie'],Madballs Scorched Evolution Skin Rollup,2010-08-16,25763,Playbrains
Playbrains,['Indie'],Madballs BDI Evolution Skin Rollup,2010-08-16,25762,Playbrains
Playbrains,['Indie'],Madballs Holiday Skin Rollup,2010-08-16,25764,Playbrains
Paradox Interactive,['Strategy'],Victoria I Complete,2010-08-20,42980,Paradox Development Studio
Paradox Interactive,['Simulation'],Ship Simulator Extremes,2010-08-27,48800,VStep
Team17 Digital Ltd,['Strategy'],Worms Reloaded,2010-08-26,22600,Team17 Digital Ltd
Factus Games,"['Indie', 'Simulation', 'Strategy']",Making History II: The War of the World,2010-06-22,46770,Muzzy Lane Software
Bohemia Interactive,"['Action', 'Simulation', 'Strategy']",Arma 2: British Armed Forces,2010-08-27,65700,Bohemia Interactive
Paradox Interactive,['Strategy'],Victoria II,2010-08-30,42960,Paradox Development Studio
DnS Development,,Booster Trooper Demo,2010-08-31,27930,DnS Development
Playbrains,['Indie'],Madballs Scorched Clan Skins,2010-08-16,25761,Playbrains
"SQUARE ENIX, Eidos Interactive",['Action'],Kane & Lynch 2: The Doggie Bag,2010-08-31,28010,IO Interactive
"SQUARE ENIX, Eidos Interactive",['Action'],Kane & Lynch 2: Multiplayer Masks Pack,2010-08-31,28012,IO Interactive
N3V Games,['Simulation'],Trainz: Classic Cabon City,2010-09-01,24640,N3V Games
"SQUARE ENIX, Eidos Interactive",['Action'],Kane & Lynch 2: Alliance Weapon Pack,2010-08-31,28011,IO Interactive
GSC World Publishing,['Strategy'],Cossacks: Back to War,2002-11-01,4850,GSC Game World
Revolution Software Ltd,['Adventure'],Broken Sword: Director's Cut,2010-09-02,57640,Revolution Software Ltd
OneBigGame,['Casual'],Chime,2010-09-06,62100,Zoë Mode
"2K Games, Feral Interactive (Mac)",['Action'],Mafia II DLC: Jimmy's Vendetta,2010-09-06,50145,"2K Czech,Feral Interactive (Mac)"
CI Games,['Action'],Sniper: Ghost Warrior - Map Pack,2010-09-08,34841,City Interactive
Terry Cavanagh,"['Action', 'Indie']",VVVVVV,2010-09-07,70300,Terry Cavanagh
Ubisoft,['Strategy'],The Settlers 7: Conquest - The Empire Expansion DLC,2010-09-08,48137,Blue Byte
